t,S,I,R
1.166917293233082660e+02,1.014252778692733991e+05,1.198247019162666766e+04,6.865922519390997477e+05
1.170927318295739212e+02,1.012807826918868377e+05,1.165197198025121543e+04,6.870672453278617468e+05
1.174937343358395907e+02,1.011404935117035202e+05,1.133039797761651425e+04,6.875291085106797982e+05
1.178947368421052602e+02,1.010042993441789295e+05,1.101753834706526141e+04,6.879781623087555636e+05
1.182957393483709154e+02,1.008720905455172033e+05,1.071318548487441149e+04,6.884147239696081961e+05
1.186967418546365849e+02,1.007437588126711053e+05,1.041713402025512551e+04,6.888391071670735255e+05
1.190977443609022544e+02,1.006191971833420539e+05,1.012918081535286183e+04,6.892516220013048733e+05
1.194987468671679096e+02,1.004983000359801226e+05,9.849124965247319778e+03,6.896525749987723539e+05
1.198997493734335791e+02,1.003809630897840252e+05,9.576767797952417823e+03,6.900422691122633405e+05
1.203007518796992485e+02,1.002670834047011012e+05,9.311912874416362683e+03,6.904210037208823487e+05
1.207017543859649038e+02,1.001565593814273743e+05,9.054365988521603867e+03,6.907890746300508035e+05
1.211027568922305733e+02,1.000492907614074938e+05,8.803935167084820932e+03,6.911467740715075051e+05
1.215037593984962285e+02,9.994517862683473504e+04,8.560430669856972600e+03,6.914943907033080468e+05
1.219047619047618980e+02,9.984412540065107169e+04,8.323664989523236727e+03,6.918322096098255133e+05
1.223057644110275675e+02,9.974603484654705971e+04,8.093452851703069427e+03,6.921605123017496662e+05
1.227067669172932227e+02,9.965081206896195363e+04,7.869611214950174144e+03,6.924795767160876421e+05
1.231077694235588922e+02,9.955836351308363373e+04,7.651959270752485281e+03,6.927896772161636036e+05
1.235087719298245474e+02,9.946859696484863525e+04,7.440318443532210949e+03,6.930910845916189719e+05
1.239097744360902169e+02,9.938142155094210466e+04,7.234512390645786581e+03,6.933840660584118450e+05
1.243107769423558864e+02,9.929674773879787244e+04,7.034367002383920408e+03,6.936688852588180453e+05
1.247117794486215416e+02,9.921448733659840946e+04,6.839710401971568899e+03,6.939458022614298388e+05
1.251127819548872111e+02,9.913455349327481235e+04,6.650372945567917668e+03,6.942150735611570999e+05
1.255137844611528806e+02,9.905686069850686181e+04,6.466187222266424214e+03,6.944769520792264957e+05
1.259147869674185358e+02,9.898132478272294975e+04,6.286988054094796098e+03,6.947316871631820686e+05
1.263157894736842053e+02,9.890786291710010846e+04,6.112612496014977296e+03,6.949795245868846541e+05
1.267167919799498748e+02,9.883639361356405425e+04,5.942899835923171850e+03,6.952207065505125793e+05
1.271177944862155300e+02,9.876683672478911467e+04,5.777691594649842955e+03,6.954554716805608477e+05
1.275187969924811995e+02,9.869914689535049547e+04,5.616861712245561648e+03,6.956839913924037246e+05
1.279197994987468547e+02,9.863332366708607879e+04,5.460341637127516151e+03,6.959063346957862377e+05
1.283208020050125242e+02,9.856932627413560112e+04,5.308038837012100885e+03,6.961226348888521316e+05
1.287218045112781795e+02,9.850711349099951622e+04,5.159860952349617946e+03,6.963330255566507112e+05
1.291228070175438631e+02,9.844664444678946165e+04,5.015716435008015651e+03,6.965376391182023799e+05
1.295238095238095184e+02,9.838787862522818614e+04,4.875514548272952197e+03,6.967366068264986388e+05
1.299248120300751737e+02,9.833077586464956403e+04,4.739165366847730184e+03,6.969300587685025530e+05
1.303258145363408573e+02,9.827529635799862444e+04,4.606579776853327530e+03,6.971181238651478197e+05
1.307268170426065126e+02,9.822140065283155127e+04,4.477669475828423856e+03,6.973009298713398166e+05
1.311278195488721678e+02,9.816904965131563949e+04,4.352346972729344998e+03,6.974786033759547863e+05
1.315288220551378231e+02,9.811820461022933887e+04,4.230525587930100301e+03,6.976512698018404189e+05
1.319298245614035068e+02,9.806882714096223935e+04,4.112119453222365337e+03,6.978190534058152698e+05
1.323308270676691620e+02,9.802087920951504202e+04,3.997043511815515558e+03,6.979820772786692251e+05
1.327318295739348173e+02,9.797432313649964635e+04,3.885213518336574452e+03,6.981404633451636182e+05
1.331328320802005010e+02,9.792912159713901929e+04,3.776546038830241741e+03,6.982943323640305316e+05
1.335338345864661562e+02,9.788523762126732618e+04,3.670958450758912932e+03,6.984438039279736113e+05
1.339348370927318115e+02,9.784263459332982893e+04,3.568368943002636570e+03,6.985889964636673685e+05
1.343358395989974952e+02,9.780127625238294422e+04,3.468696515859133342e+03,6.987300272317577619e+05
1.347368421052631504e+02,9.776112669209424348e+04,3.371860981043822903e+03,6.988670123268617317e+05
1.351378446115288057e+02,9.772215036074240925e+04,3.277782961689774766e+03,6.990000666775676655e+05
1.355388471177944893e+02,9.768431206121727882e+04,3.186383892347735582e+03,6.991293040464348160e+05
1.359398496240601446e+02,9.764757695101982972e+04,3.097586018986143699e+03,6.992548370299938833e+05
1.363408521303257999e+02,9.761191054226217966e+04,3.011312398991095051e+03,6.993767770587465493e+05
1.367418546365914835e+02,9.757727870166757202e+04,2.927486901166357711e+03,6.994952343971659429e+05
1.371428571428571388e+02,9.754364765057039040e+04,2.846034205733393264e+03,6.996103181436960585e+05
1.375438596491227941e+02,9.751098396491618769e+04,2.766879804331318610e+03,6.997221362307523377e+05
1.379448621553884777e+02,9.747925457526159880e+04,2.689950000016926424e+03,6.998307954247213202e+05
1.383458646616541330e+02,9.744842676677445706e+04,2.615171907264700167e+03,6.999364013259606436e+05
1.387468671679197882e+02,9.741846817923369235e+04,2.542473451966779976e+03,7.000390583687993931e+05
1.391478696741854435e+02,9.738934680702940386e+04,2.471783371432986769e+03,7.001388698215374025e+05
1.395488721804511272e+02,9.736103099916280189e+04,2.403031214390810874e+03,7.002359377864461858e+05
1.399498746867167824e+02,9.733348945924625150e+04,2.336147340985429764e+03,7.003303631997681223e+05
1.403508771929824377e+02,9.730669124550327251e+04,2.271062922779683504e+03,7.004222458317169221e+05
1.407518796992481214e+02,9.728060577076846675e+04,2.207709942754084295e+03,7.005116842864772771e+05
1.411528822055137766e+02,9.725520280248764902e+04,2.146021195306833306e+03,7.005987760022053262e+05
1.415538847117794319e+02,9.723045809815081884e+04,2.085940059936367106e+03,7.006836018419126049e+05
1.419548872180451156e+02,9.720638528036580828e+04,2.027477405181562290e+03,7.007661373144524405e+05
1.423558897243107708e+02,9.718297559801567695e+04,1.970608106229462692e+03,7.008464162957547233e+05
1.427568922305764261e+02,9.716021399196670973e+04,1.915296403047383592e+03,7.009244896049856907e+05
1.431578947368421098e+02,9.713808554652809107e+04,1.861506877042613269e+03,7.010004075764291920e+05
1.435588972431077650e+02,9.711657548945187591e+04,1.809204451062424369e+03,7.010742200594855240e+05
1.439598997493734203e+02,9.709566919193301874e+04,1.758354389394050258e+03,7.011459764186727116e+05
1.443609022556390755e+02,9.707535216860932996e+04,1.708922297764700943e+03,7.012157255336258095e+05
1.447619047619047592e+02,9.705561007756151957e+04,1.660874123341555560e+03,7.012835157990967855e+05
1.451629072681704145e+02,9.703642872031316801e+04,1.614176154731775796e+03,7.013493951249548700e+05
1.455639097744360697e+02,9.701779404183074075e+04,1.568795021982486105e+03,7.014134109361865558e+05
1.459649122807017534e+02,9.699969213052358828e+04,1.524697696580783941e+03,7.014756101728954818e+05
1.463659147869674086e+02,9.698210921824390243e+04,1.481851491453747713e+03,7.015360392903022002e+05
1.467669172932330639e+02,9.696503168028683285e+04,1.440224060968420417e+03,7.015947442587446421e+05
1.471679197994987476e+02,9.694844603539032687e+04,1.399783400931817141e+03,7.016517705636776518e+05
1.475689223057644028e+02,9.693233894573527505e+04,1.360497848590933927e+03,7.017071632056736853e+05
1.479699248120300581e+02,9.691669721694540931e+04,1.322336082632731859e+03,7.017609667004216462e+05
1.483709273182957418e+02,9.690150779808736115e+04,1.285267123184143202e+03,7.018132250787282828e+05
1.487719298245613970e+02,9.688675778167063254e+04,1.249260331812082313e+03,7.018639818865171401e+05
1.491729323308270523e+02,9.687243440364762500e+04,1.214285411523427229e+03,7.019132801848287927e+05
1.495739348370927360e+02,9.685852504341358144e+04,1.180312406765029209e+03,7.019611625498211943e+05
1.499749373433583912e+02,9.684501722380667343e+04,1.147311703423719564e+03,7.020076710727694444e+05
1.503759398496240465e+02,9.683189861110791389e+04,1.115254028826294871e+03,7.020528473600656725e+05
1.507769423558897302e+02,9.681915701504121535e+04,1.084110451739523114e+03,7.020967325332190376e+05
1.511779448621553854e+02,9.680678038877337531e+04,1.053852382370153691e+03,7.021393672288563102e+05
1.515789473684210407e+02,9.679475682891404722e+04,1.024451572364900812e+03,7.021807915987208253e+05
1.519799498746866959e+02,9.678307457551579864e+04,9.958801148104532786e+02,7.022210453096735291e+05
1.523809523809523796e+02,9.677172201207405305e+04,9.681104442334712985e+02,7.022601675436922815e+05
1.527819548872180349e+02,9.676068766552711895e+04,9.411153366005928547e+02,7.022981969978720881e+05
1.531829573934836901e+02,9.674996020625618985e+04,9.148679093184230169e+02,7.023351718844252173e+05
1.535839598997493738e+02,9.673952844808532973e+04,8.893416212335393993e+02,7.023711299306809669e+05
1.539849624060150290e+02,9.672938134828148759e+04,8.645102726324978448e+02,7.024061083790858975e+05
1.543859649122806843e+02,9.671950800755452656e+04,8.403480052418208288e+02,7.024401439872034825e+05
1.547869674185463680e+02,9.670989767005712201e+04,8.168293022280045079e+02,7.024732730277146911e+05
1.551879699248120232e+02,9.670053972338489257e+04,7.939289881975219032e+02,7.025055312884174054e+05
1.555889724310776785e+02,9.669143440395657672e+04,7.716461781906091346e+02,7.025369194178526523e+05
1.559899749373433622e+02,9.668258534927229630e+04,7.499876814149183701e+02,7.025674269693125971e+05
1.563909774436090174e+02,9.667398543282595347e+04,7.289362853267648461e+02,7.025970782818471780e+05
1.567919799498746727e+02,9.666562768789494294e+04,7.084751586777922512e+02,7.026258971534271259e+05
1.571929824561403279e+02,9.665750531679898268e+04,6.885878722138053263e+02,7.026539068109870423e+05
1.575939849624060116e+02,9.664961169090001204e+04,6.692583986747665676e+02,7.026811299104250502e+05
1.579949874686716669e+02,9.664194035060232272e+04,6.504711127948017975e+02,7.027075885366026778e+05
1.583959899749373221e+02,9.663448500535247149e+04,6.322107913021918648e+02,7.027333042033452075e+05
1.587969924812030058e+02,9.662723953363930923e+04,6.144626129193771931e+02,7.027582978534412105e+05
1.591979949874686611e+02,9.662019798299399554e+04,5.972121583629609631e+02,7.027825898586428957e+05
1.595989974937343163e+02,9.661335456998995505e+04,5.804454103437019512e+02,7.028062000196662266e+05
1.600000000000000000e+02,9.660670368024292111e+04,5.641487535665181667e+02,7.028291475661904551e+05
