t,S,I,R
1.166917293233082660e+02,2.992840253791547730e+05,3.062420885995691577e+01,6.853504119852088934e+02
1.170927318295739212e+02,2.992829246959718294e+05,3.049897959257991786e+01,6.865763244355659936e+02
1.174937343358395907e+02,2.992818285468617687e+05,3.037426145630087149e+01,6.877971916818983118e+02
1.178947368421052602e+02,2.992807369136241614e+05,3.025005243733321691e+01,6.890130339384546687e+02
1.182957393483709154e+02,2.992796497781059006e+05,3.012635052694093574e+01,6.902238713670938068e+02
1.186967418546365849e+02,2.992785671222012024e+05,3.000315372143845849e+01,6.914297240772848454e+02
1.190977443609022544e+02,2.992774889278516639e+05,2.988046002219075703e+01,6.926306121261072803e+02
1.194987468671679096e+02,2.992764151770460885e+05,2.975826743561329835e+01,6.938265555182506432e+02
1.198997493734335791e+02,2.992753458518207772e+05,2.963657397317202680e+01,6.950175742060150696e+02
1.203007518796992485e+02,2.992742809342592373e+05,2.951537765138342451e+01,6.962036880893107309e+02
1.207017543859649038e+02,2.992732204064924736e+05,2.939467649181444386e+01,6.973849170156581749e+02
1.211027568922305733e+02,2.992721642506986973e+05,2.927446852108255371e+01,6.985612807801880990e+02
1.215037593984962285e+02,2.992711124491034425e+05,2.915475177085572867e+01,6.997327991256414634e+02
1.219047619047618980e+02,2.992700649839797406e+05,2.903552427785242429e+01,7.008994917423699462e+02
1.223057644110275675e+02,2.992690218376477715e+05,2.891678408384161969e+01,7.020613782683349200e+02
1.227067669172932227e+02,2.992679829924752121e+05,2.879852923564278910e+01,7.032184782891081340e+02
1.231077694235588922e+02,2.992669484308769461e+05,2.868075778512589835e+01,7.043708113378721691e+02
1.235087719298245474e+02,2.992659181353152962e+05,2.856346778921142970e+01,7.055183968954189595e+02
1.239097744360902169e+02,2.992648920882999082e+05,2.844665730987034991e+01,7.066612543901517256e+02
1.243107769423558864e+02,2.992638702723877504e+05,2.833032441412414215e+01,7.077994031980829277e+02
1.247117794486215416e+02,2.992628526701830560e+05,2.821446717404478477e+01,7.089328626428361986e+02
1.251127819548872111e+02,2.992618392643375555e+05,2.809908366675475833e+01,7.100616519956449793e+02
1.255137844611528806e+02,2.992608300375501858e+05,2.798417197442704563e+01,7.111857904753530875e+02
1.259147869674185358e+02,2.992598249725672649e+05,2.786973018428512461e+01,7.123052972484144902e+02
1.263157894736842053e+02,2.992588240521824337e+05,2.775575638860298255e+01,7.134201914288936450e+02
1.267167919799498748e+02,2.992578272592367721e+05,2.764224868470510899e+01,7.145304920784651586e+02
1.271177944862155300e+02,2.992568345766185666e+05,2.752920517496648500e+01,7.156362182064139006e+02
1.275187969924811995e+02,2.992558459872634849e+05,2.741662396681260105e+01,7.167373887696351176e+02
1.279197994987468547e+02,2.992548614741545753e+05,2.730450317271945693e+01,7.178340226726342053e+02
1.283208020050125242e+02,2.992538810203222092e+05,2.719284091021352623e+01,7.189261387675269361e+02
1.287218045112781795e+02,2.992529046088440227e+05,2.708163530187181323e+01,7.200137558540393456e+02
1.291228070175438631e+02,2.992519322228450910e+05,2.697088447532181021e+01,7.210968926795076186e+02
1.295238095238095184e+02,2.992509638454978121e+05,2.686058656324151883e+01,7.221755679388783165e+02
1.299248120300751737e+02,2.992499994600219070e+05,2.675073970335942874e+01,7.232498002747083774e+02
1.303258145363408573e+02,2.992490390496843029e+05,2.664134203845453186e+01,7.243196082771647752e+02
1.307268170426065126e+02,2.992480825977995410e+05,2.653239171635633653e+01,7.253850104840248605e+02
1.311278195488721678e+02,2.992471300877293106e+05,2.642388688994485690e+01,7.264460253806764740e+02
1.315288220551378231e+02,2.992461815028826823e+05,2.631582571715057384e+01,7.275026714001173787e+02
1.319298245614035068e+02,2.992452368267160491e+05,2.620820636095449174e+01,7.285549669229559413e+02
1.323308270676691620e+02,2.992442960427331273e+05,2.610102698938813859e+01,7.296029302774103371e+02
1.327318295739348173e+02,2.992433591344851302e+05,2.599428577553350905e+01,7.306465797393095727e+02
1.331328320802005010e+02,2.992424260855703033e+05,2.588798089752309295e+01,7.316859335320928039e+02
1.335338345864661562e+02,2.992414968796346220e+05,2.578211053853992851e+01,7.327210098268088814e+02
1.339348370927318115e+02,2.992405715003710357e+05,2.567667288681752069e+01,7.337518267421176006e+02
1.343358395989974952e+02,2.992396499315199908e+05,2.557166613563986246e+01,7.347784023442890202e+02
1.347368421052631504e+02,2.992387321568693733e+05,2.546708848334149167e+01,7.358007546472030072e+02
1.351378446115288057e+02,2.992378181602542754e+05,2.536293813330741997e+01,7.368189016123499187e+02
1.355388471177944893e+02,2.992369079255571705e+05,2.525921329397314352e+01,7.378328611488307160e+02
1.359398496240601446e+02,2.992360014367077383e+05,2.515591217882470687e+01,7.388426511133561689e+02
1.363408521303257999e+02,2.992350986776832724e+05,2.505303300639862130e+01,7.398482893102473099e+02
1.367418546365914835e+02,2.992341996325082146e+05,2.495057400028189321e+01,7.408497934914360030e+02
1.371428571428571388e+02,2.992333042852543877e+05,2.484853338911206677e+01,7.418471813564638069e+02
1.375438596491227941e+02,2.992324126200408791e+05,2.474690940657715288e+01,7.428404705524827705e+02
1.379448621553884777e+02,2.992315246210342739e+05,2.464570029141567176e+01,7.438296786742553195e+02
1.383458646616541330e+02,2.992306402724483632e+05,2.454490428741667429e+01,7.448148232641539153e+02
1.387468671679197882e+02,2.992297595585443778e+05,2.444451964341966743e+01,7.457959218121615095e+02
1.391478696741854435e+02,2.992288824636307545e+05,2.434454461331468522e+01,7.467729917558710895e+02
1.395488721804511272e+02,2.992280089720634278e+05,2.424497745604224974e+01,7.477460504804864740e+02
1.399498746867167824e+02,2.992271390682455385e+05,2.414581643559341373e+01,7.487151153188208355e+02
1.403508771929824377e+02,2.992262727366276667e+05,2.404705982100970374e+01,7.496802035512985185e+02
1.407518796992481214e+02,2.992254099617075990e+05,2.394870588638313436e+01,7.506413324059536762e+02
1.411528822055137766e+02,2.992245507280306774e+05,2.385075291085627569e+01,7.515985190584307247e+02
1.415538847117794319e+02,2.992236950201893342e+05,2.375319917862214325e+01,7.525517806319845704e+02
1.419548872180451156e+02,2.992228428228235571e+05,2.365604297892427610e+01,7.535011341974802690e+02
1.423558897243107708e+02,2.992219941206204821e+05,2.355928260605672975e+01,7.544465967733930256e+02
1.427568922305764261e+02,2.992211488983148010e+05,2.346291635936404063e+01,7.553881853258085357e+02
1.431578947368421098e+02,2.992203071406882955e+05,2.336694254324124032e+01,7.563259167684228714e+02
1.435588972431077650e+02,2.992194688325702446e+05,2.327135946713388392e+01,7.572598079625420269e+02
1.439598997493734203e+02,2.992186339588373085e+05,2.317616544553802171e+01,7.581898757170822591e+02
1.443609022556390755e+02,2.992178025044133537e+05,2.308135879800020263e+01,7.591161367885706568e+02
1.447619047619047592e+02,2.992169744542696862e+05,2.298693784911745652e+01,7.600386078811441166e+02
1.451629072681704145e+02,2.992161497934248764e+05,2.289290092853735814e+01,7.609573056465495711e+02
1.455639097744360697e+02,2.992153285069448175e+05,2.279924637095794893e+01,7.618722466841448977e+02
1.459649122807017534e+02,2.992145105799429002e+05,2.270597251612777256e+01,7.627834475408978960e+02
1.463659147869674086e+02,2.992136959975797217e+05,2.261307770884590340e+01,7.636909247113865149e+02
1.467669172932330639e+02,2.992128847450632020e+05,2.252056029896188605e+01,7.645946946377991935e+02
1.471679197994987476e+02,2.992120768076486420e+05,2.242841864137577446e+01,7.654947737099346341e+02
1.475689223057644028e+02,2.992112721706387238e+05,2.233665109603813903e+01,7.663911782652014608e+02
1.479699248120300581e+02,2.992104708193833940e+05,2.224525602795003820e+01,7.672839245886191293e+02
1.483709273182957418e+02,2.992096727392799803e+05,2.215423180716301843e+01,7.681730289128172444e+02
1.487719298245613970e+02,2.992088779157731333e+05,2.206357680877916394e+01,7.690585074180351057e+02
1.491729323308270523e+02,2.992080863343548845e+05,2.197328941295103988e+01,7.699403762321230715e+02
1.495739348370927360e+02,2.992072979805645300e+05,2.188336800488168876e+01,7.708186514305411947e+02
1.499749373433583912e+02,2.992065128399887471e+05,2.179381097482469443e+01,7.716933490363602459e+02
1.503759398496240465e+02,2.992057308982615941e+05,2.170461671808413229e+01,7.725644850202609177e+02
1.507769423558897302e+02,2.992049521410643938e+05,2.161578363501455158e+01,7.734320753005343931e+02
1.511779448621553854e+02,2.992041765541258501e+05,2.152731013102104640e+01,7.742961357430820044e+02
1.515789473684210407e+02,2.992034041232219897e+05,2.143919461655917758e+01,7.751566821614153469e+02
1.519799498746866959e+02,2.992026348341761623e+05,2.135143550713502592e+01,7.760137303166565061e+02
1.523809523809523796e+02,2.992018686728590983e+05,2.126403122330516382e+01,7.768672959175377173e+02
1.527819548872180349e+02,2.992011056251888513e+05,2.117698019067666948e+01,7.777173946204012509e+02
1.531829573934836901e+02,2.992003456771308556e+05,2.109028083990711622e+01,7.785640420291999817e+02
1.535839598997493738e+02,2.991995888146977522e+05,2.100393160670459025e+01,7.794072536954970474e+02
1.539849624060150290e+02,2.991988350239496795e+05,2.091793093182767294e+01,7.802470451184655076e+02
1.543859649122806843e+02,2.991980842909939820e+05,2.083227726108544431e+01,7.810834317448891397e+02
1.547869674185463680e+02,2.991973366019854438e+05,2.074696904533750086e+01,7.819164289691616432e+02
1.551879699248120232e+02,2.991965919431261718e+05,2.066200474049390934e+01,7.827460521332873213e+02
1.555889724310776785e+02,2.991958503006655374e+05,2.057738280751527427e+01,7.835723165268805133e+02
1.559899749373433622e+02,2.991951116609003511e+05,2.049310171241266687e+01,7.843952373871658210e+02
1.563909774436090174e+02,2.991943760101747466e+05,2.040915992624769615e+01,7.852148298989783370e+02
1.567919799498746727e+02,2.991936433348800638e+05,2.032555592513244136e+01,7.860311091947631894e+02
1.571929824561403279e+02,2.991929136214551399e+05,2.024228819022949466e+01,7.868440903545757692e+02
1.575939849624060116e+02,2.991921868563861353e+05,2.015935520775195400e+01,7.876537884060821852e+02
1.579949874686716669e+02,2.991914630262064165e+05,2.007675546896341956e+01,7.884602183245581273e+02
1.583959899749373221e+02,2.991907421174969058e+05,1.999448747017798311e+01,7.892633950328902301e+02
1.587969924812030058e+02,2.991900241168856155e+05,1.991254971276023866e+01,7.900633334015749369e+02
1.591979949874686611e+02,2.991893090110481135e+05,1.983094070312530022e+01,7.908600482487190675e+02
1.595989974937343163e+02,2.991885967867071740e+05,1.974965895273875915e+01,7.916535543400399320e+02
1.600000000000000000e+02,2.991878874306329526e+05,1.966870297811671264e+01,7.924438663888648762e+02
